gene	probe	Basal_TNBC_avg	LumA_TNBC_Avg	LumB_TNBC_Avg
U3	ENSG00000212551.2	0.004482068	0	0
SNORD91B	ENSG00000212552.3	0	0	0
SNORD116	ENSG00000212553.1	0	0	0
RNU6-192P	ENSG00000212555.1	0.005041302	0	0
Y_RNA	ENSG00000212556.1	0.119590068	0	0.148750557
SNORA26	ENSG00000212558.1	0.025529185	0	0
RNA5SP35	ENSG00000212559.1	0.026387728	0	0
RNU6-630P	ENSG00000212560.1	0	0	0
RNU6-381P	ENSG00000212561.1	0	0	0
RNU6-1326P	ENSG00000212564.1	0	0	0
SNORA68	ENSG00000212565.1	0.018848643	0	0
SNORA57	ENSG00000212567.1	0.143633505	0.170807333	0.410645894
RNU6-1254P	ENSG00000212568.1	0.026245361	0	0.116070646
Y_RNA	ENSG00000212569.1	0.160342736	0	0.122605061
RNA5SP482	ENSG00000212571.1	0.001397602	0.093780936	0
RNU6-903P	ENSG00000212572.1	0.032367622	0.105115137	0
RNA5SP467	ENSG00000212576.1	0.082767033	0.093780936	0
SNORA40	ENSG00000212579.1	0.057339034	0	0.224445583
SNORA75	ENSG00000212580.1	0.024525542	0	0
U8	ENSG00000212581.1	0.002827156	0	0
RNU6-587P	ENSG00000212584.1	0	0	0
SNORA8	ENSG00000212586.1	0.010863966	0	0
SNORA40	ENSG00000212587.1	0.022996904	0	0
SNORA26	ENSG00000212588.1	1.694898191	1.242949471	1.818717796
SNORA17	ENSG00000212589.1	0	0	0
SNORA26	ENSG00000212590.1	0	0	0
SNORA75	ENSG00000212593.1	0.012365291	0.1328727	0
U8	ENSG00000212594.1	0.003283534	0	0
5S_rRNA	ENSG00000212595.1	0	0	0
RNU6-876P	ENSG00000212597.1	0.055179535	0.215325537	0.146161001
U3	ENSG00000212598.2	0.001824285	0	0
RNU6-279P	ENSG00000212599.1	0.001794323	0	0
RNA5SP53	ENSG00000212601.1	0.092749456	0.092313768	0
SNORA48	ENSG00000212604.1	0.001412513	0	0
RNU1-56P	ENSG00000212605.1	0.071173317	0.140225001	0
SNORA45B	ENSG00000212607.1	0.653613694	0.438850588	0.176487124
SNORA26	ENSG00000212608.1	0	0	0
RNU1-139P	ENSG00000212609.1	0	0	0
U3	ENSG00000212610.2	0.002890835	0	0
SNORD30	ENSG00000212611.1	0	0	0
RNU6-1239P	ENSG00000212612.1	0	0	0
SNORD58	ENSG00000212615.1	0.043055524	0	0
snoMBII-202	ENSG00000212618.1	0.002507231	0	0
SNORA75	ENSG00000212620.1	0	0	0
RNU6-493P	ENSG00000212623.1	0.001925544	0	0
SNORA26	ENSG00000212624.1	0.041224927	0	0.100076221
RNA5SP397	ENSG00000212625.1	0.020792676	0.093780936	0
SNORA48	ENSG00000212626.1	0	0	0
RNA5SP241	ENSG00000212628.1	0.053907765	0	0
ZRSR1	ENSG00000212643.2	0.045581329	0.147028132	0.120083573
KRTAP16-1	ENSG00000212657.1	0.030183507	0.007564897	0.008378941
KRTAP29-1	ENSG00000212658.1	0.034313436	0.011922775	0.016239079
KRTAP9-6	ENSG00000212659.1	0.002762603	0	0
RP1-122K4.3	ENSG00000212663.2	0.131201044	0.183207922	0.141653198
RP11-592N21.1	ENSG00000212664.5	0.813532923	0.940250601	0.633791221
LINC01089	ENSG00000212694.7	1.30634218	2.346201165	0.912014692
RP11-134K1.2	ENSG00000212695.5	0.287059767	0.130377317	0.03105488
CTAGE1	ENSG00000212710.4	0.005878893	0.005456809	0.00302881
AP002414.1	ENSG00000212712.2	0.011262113	0	0
DEFB117	ENSG00000212717.3	0.028981	0	0
C17orf51	ENSG00000212719.9	0.868550765	0.631162278	0.367410619
KRTAP4-11	ENSG00000212721.3	0.004122012	0.03069621	0
KRTAP4-9	ENSG00000212722.7	0.001763378	0	0
KRTAP2-3	ENSG00000212724.3	0.226826781	0.217416145	0.029331037
KRTAP2-1	ENSG00000212725.3	0.000988871	0	0
RP11-563J2.3	ENSG00000212743.2	0.141110464	0.348993897	0.408991596
FAM127C	ENSG00000212747.4	3.823417831	3.844086332	3.099176725
EWSAT1	ENSG00000212766.8	0.454430548	2.676620472	1.238285816
HMGN2P8	ENSG00000212769.5	0.043053938	0	0
ST13P5	ENSG00000212789.4	0.55945382	0.196058917	0.822628033
RPL15P3	ENSG00000212802.4	2.380003169	2.601411974	1.667990744
OR2A42	ENSG00000212807.1	0.015701977	0.083624404	0
RPS26P3	ENSG00000212829.8	0.411867059	0.220097558	0.227590978
TTTY2	ENSG00000212855.5	0	0	0
TTTY2B	ENSG00000212856.5	0	0	0
RNF208	ENSG00000212864.3	2.161629428	2.211374775	1.990987126
KRTAP3-3	ENSG00000212899.2	0.005773937	0.325407064	0
KRTAP3-2	ENSG00000212900.2	0.010874937	0.034000736	0
KRTAP3-1	ENSG00000212901.3	0.067103685	0.301499378	0
MT-ND4L	ENSG00000212907.2	10.37699225	10.05256691	10.26246077
MAP10	ENSG00000212916.4	1.493638983	1.27331539	1.191150262
RP11-414H23.2	ENSG00000212930.3	0.004334026	0	0
RPL23AP4	ENSG00000212932.3	0.005846425	0	0
KRTAP12-4	ENSG00000212933.1	0.002377521	0	0
KRTAP10-3	ENSG00000212935.1	0.001104409	0.012069125	0
KRTAP6-3	ENSG00000212938.3	0.000352381	0	0
RP1-29C18.10	ENSG00000212939.2	0.025396462	0.026809236	0.00335551
RP11-211N8.3	ENSG00000212951.5	0.003916722	0	0
RP11-475I24.9	ENSG00000212952.6	0.006997471	0	0
HNRNPA1P40	ENSG00000212961.4	0.052397521	0.019048947	0
AC016747.3	ENSG00000212978.6	1.963220972	1.866721989	1.548293424
RP11-351E7.2	ENSG00000212989.3	0.007746108	0	0.033393972
POU5F1B	ENSG00000212993.4	0.342298062	0.235281791	0.211188006
RPS26P6	ENSG00000212994.5	0.326753276	0.164096212	0.566073749
BTF3P12	ENSG00000213003.3	0.085272878	0.024767565	0.053793282
PTTG3P	ENSG00000213005.3	0.056855077	0.019242224	0
RPS15AP36	ENSG00000213013.4	0.371655522	0.840790004	1.151164442
VN2R17P	ENSG00000213014.3	0.051037489	0.056075536	0.01557204
ZNF580	ENSG00000213015.7	2.702841338	3.33213624	2.371975091
AC008746.9	ENSG00000213016.3	0.00387192	0	0
AL590762.11	ENSG00000213018.2	0.342799218	0.605394393	0.448776433
ZNF611	ENSG00000213020.7	1.347370383	1.705058161	1.78020859
KLK9	ENSG00000213022.5	0.018691008	0	0
SYT3	ENSG00000213023.8	0.151466321	0.237288437	0.12375124
NUP62	ENSG00000213024.9	4.262260767	3.801105912	4.332933381
COX20P1	ENSG00000213025.2	1.265766114	0.492359078	0.366228457
CFL1P4	ENSG00000213026.4	0.083921896	0.071257407	0
RP11-108F13.2	ENSG00000213028.3	0.1483095	0.026414571	0.139684809
SPHAR	ENSG00000213029.3	0	0	0
CGB8	ENSG00000213030.5	0.011307009	0	0
NDUFA3P3	ENSG00000213032.3	0.003349294	0	0
AURKAPS1	ENSG00000213033.4	0.125772513	0.087154486	0.085282393
RPL23AP80	ENSG00000213035.4	0.020775004	0	0.038685045
RP11-365D23.4	ENSG00000213036.3	0.406690886	0.461588139	0.95392288
RP11-383G10.3	ENSG00000213041.4	0.087583158	0.022005863	0.023344231
RP11-532L16.1	ENSG00000213045.3	0.063887776	0.471599624	0.24898747
EEF1A1P32	ENSG00000213046.4	0.039273957	0.017336696	0.00965799
DENND1B	ENSG00000213047.10	1.701659427	2.365784237	2.009566473
OR5S1P	ENSG00000213048.3	0.0078141	0	0
HNRNPA1P34	ENSG00000213049.3	0.048961281	0.012333649	0.051340184
TPM3P1	ENSG00000213050.5	0.088023303	0.045964624	0
RPL5P5	ENSG00000213051.3	0.113867778	0.091373246	0.065535923
EEF1B2P7	ENSG00000213055.3	0.084687295	0.069524061	0.062248448
C1orf220	ENSG00000213057.5	0.290554538	0.591964042	0.387449819
RP4-765C7.2	ENSG00000213058.3	1.615342715	0.245855463	2.13605281
RP4-612B18.3	ENSG00000213060.4	0.194507589	0.027410402	0.204071657
PFN1P11	ENSG00000213061.2	0.153512708	0.335378543	0
RP1-206D15.6	ENSG00000213062.4	0.710845693	1.090685844	0.658786646
RPL29P7	ENSG00000213063.3	0.047102873	0.07368323	0
SFT2D2	ENSG00000213064.8	4.345797511	3.5009704	3.246840281
RP3-431P23.2	ENSG00000213065.2	0.097832646	0.285526173	0.011251132
FGFR1OP	ENSG00000213066.10	1.100934689	1.269619211	1.311791215
RP11-760D2.10	ENSG00000213067.2	0.004490466	0	0
RP11-277B15.1	ENSG00000213068.3	0.054875395	0.11199824	0
KRT8P40	ENSG00000213069.3	0.03609267	0.020690995	0
HMGB3P6	ENSG00000213070.3	0.095047497	0.020336735	0.062880858
LPAL2	ENSG00000213071.9	0.203289641	0.242812697	0.14294805
RP11-288H12.3	ENSG00000213073.4	0.60689128	0.464644249	0.358398273
RPL31P11	ENSG00000213075.7	0.048262859	0.089255686	0
yR211F11.2	ENSG00000213076.3	0.02444205	0	0
FAM106A	ENSG00000213077.5	0.140608098	0.236310676	0.08356169
RP5-933K21.2	ENSG00000213078.3	0.043446648	0.075851277	0.049096215
SCAF8	ENSG00000213079.8	3.293180494	3.83270285	3.817298726
RP11-312J18.5	ENSG00000213080.3	1.166246615	0.620606442	1.380259566
AC012362.3	ENSG00000213081.3	0.042716023	0	0
PPP1R14BP2	ENSG00000213082.3	0.215359565	0.105004867	0.134624241
AC010731.6	ENSG00000213083.3	0.000940024	0	0
CFAP45	ENSG00000213085.8	0.767996735	1.083929074	1.720799794
RP11-613F7.1	ENSG00000213087.3	0.672124705	0.46178654	0.338531882
ACKR1	ENSG00000213088.8	1.887984274	5.718562661	3.957445082
PDCL3P5	ENSG00000213089.4	0.49413164	0.311621659	0.264220717
AC007256.5	ENSG00000213090.2	0.039903582	0.055967429	0.049739939
PHBP1	ENSG00000213091.2	0.017863742	0	0.036587981
ZNF254	ENSG00000213096.8	1.568356243	2.261312944	1.785999113
KRT18P68	ENSG00000213100.2	0.017929709	0.023952103	0.061837449
NPM1P46	ENSG00000213104.3	0.139529652	0.094385783	0.100243097
AHCYP5	ENSG00000213107.2	0.003664643	0	0
BTF3L4P3	ENSG00000213108.3	0.129390085	0.140795923	0.125913689
RP11-55K22.2	ENSG00000213109.4	0.025492172	0.055067531	0.010027734
AC019178.2	ENSG00000213110.2	0.009442057	0	0.03731407
COX5BP2	ENSG00000213111.5	0	0	0
TUBB8P8	ENSG00000213113.3	0.052116079	0.034153295	0.024342259
AC104131.1	ENSG00000213115.2	0.03733327	0	0
RP3-352A20.1	ENSG00000213117.4	0.032837328	0	0.018771954
CHCHD2P4	ENSG00000213118.4	0.018468192	0.197009392	0.037816642
LIN28AP1	ENSG00000213120.3	0	0	0
RP11-306O13.1	ENSG00000213121.2	0.001204532	0	0.013770566
RPL23AP46	ENSG00000213122.4	0.026017179	0	0.051568292
TCTEX1D2	ENSG00000213123.9	2.335584427	2.494936514	2.959181555
AC092642.1	ENSG00000213126.2	0.005283844	0	0
RPL32P31	ENSG00000213128.3	0.096527445	0.029974993	0.031787454
EEF1DP5	ENSG00000213130.3	1.240079498	0.061250859	0
YWHAZP4	ENSG00000213131.3	1.622810642	1.086275733	1.858042779
PPP1R14BP5	ENSG00000213133.4	0.065733232	0	0
ARF1P2	ENSG00000213137.3	0.063761032	0	0
CRYGS	ENSG00000213139.6	0.795590992	1.206828486	1.351178277
ELK2AP	ENSG00000213140.3	0.009814969	0.023097354	0.141184631
RP11-64B16.2	ENSG00000213144.2	0.444898241	0.514534336	1.122882193
CRIP1	ENSG00000213145.8	0.890169277	1.175272859	1.660019524
RPL23AP60	ENSG00000213147.3	0.002911461	0	0
AC073465.1	ENSG00000213148.3	0.031627952	0	0
CNN2P9	ENSG00000213149.3	0.240078144	0.319430692	0.149131606
RP11-346C16.2	ENSG00000213150.2	0.016854882	0.026972425	0.015070302
RPL7AP60	ENSG00000213152.5	0.180385668	0.114611031	0.080253361
RP11-259P6.3	ENSG00000213153.3	0.017417661	0.016239811	0.017231671
RP11-252O18.3	ENSG00000213155.4	0.004905137	0	0.033593737
RP11-259P15.1	ENSG00000213157.3	0.093324204	0.029026405	0.073140358
GAPDHP36	ENSG00000213158.5	0.001151509	0	0
CEND1P1	ENSG00000213159.4	0	0	0
KLHL23	ENSG00000213160.8	2.294970675	2.415877112	2.463877886
Metazoa_SRP	ENSG00000213167.3	0.01855671	0	0
RP11-393N4.2	ENSG00000213169.3	0.437679242	0.17889608	0.364661924
RP11-81B10.2	ENSG00000213170.3	0.055167491	0	0
LINGO4	ENSG00000213171.2	0.234829874	0.209449022	0.327308368
RP1-228H13.2	ENSG00000213172.3	0.015315547	0	0.11180472
RP11-373E16.1	ENSG00000213174.3	0.040453483	0	0.030960725
RPL13P6	ENSG00000213176.4	0.070666141	0.054521065	0.026427273
PRDX2P4	ENSG00000213177.3	0.03247385	0	0
RP11-641D5.1	ENSG00000213178.3	1.670844267	1.659253816	1.089985178
RPL17P41	ENSG00000213179.4	0.05311808	0.044215378	0
RPL36AP48	ENSG00000213180.4	0.073832165	0	0.051760917
OR10N1P	ENSG00000213181.2	0.000527417	0	0
OR10D5P	ENSG00000213182.3	0.000220852	0	0.019832547
RPS7P8	ENSG00000213183.3	0.063552909	0.039574864	0
RP11-335F8.2	ENSG00000213184.3	0.011573206	0	0
FAM24B	ENSG00000213185.5	1.194244719	0.982423891	1.02835277
TRIM59	ENSG00000213186.6	1.764174115	1.034379579	1.355937548
COPS5P1	ENSG00000213187.3	0.007523788	0	0.016493798
YBX1P4	ENSG00000213188.3	0.070725643	0.029585665	0.082643969
BTF3L4P2	ENSG00000213189.5	2.34353725	2.189436059	2.521523064
MLLT11	ENSG00000213190.3	2.488026488	2.063263391	3.154006902
AC016732.2	ENSG00000213194.3	0.026233829	0.084172949	0
AC012066.1	ENSG00000213197.3	0.119039815	0.03327728	0.083783813
ASIC3	ENSG00000213199.6	0.629849732	0.397002997	0.517286552
FABP5P10	ENSG00000213201.3	0.031391857	0	0
GIMAP1	ENSG00000213203.2	1.168705551	2.441909674	1.440619485
C6orf165	ENSG00000213204.7	0.137525047	0.284158625	0.136465935
STRADBP1	ENSG00000213205.3	0.008396108	0.009166883	0
AC005229.7	ENSG00000213209.2	0.016492793	0	0
AC005229.5	ENSG00000213210.4	0.016462623	0	0.04104122
KRT18P64	ENSG00000213211.2	0.020028283	0	0.013692236
NCLP1	ENSG00000213212.3	0.102688829	0.194755894	0.088707649
CCDC183	ENSG00000213213.12	0.3169339	0.557052454	0.391239061
ARHGEF35	ENSG00000213214.4	1.742454254	1.946991645	1.057194723
OR2F1	ENSG00000213215.3	0.000881397	0	0
RP11-355O1.7	ENSG00000213216.2	0.111553273	0.06203763	0
CSH2	ENSG00000213218.8	0.034841188	0	0
DNLZ	ENSG00000213221.4	0.11937462	0.10562923	0.068170419
AC093724.2	ENSG00000213222.3	1.033276216	0.663460485	2.204214555
AC018804.7	ENSG00000213225.7	0.263937252	0.627544114	1.265145296
RP11-337C18.4	ENSG00000213226.4	0.012693579	0	0.013515088
RPL12P38	ENSG00000213228.5	0.098771996	0.055785959	0.059077246
TCL1B	ENSG00000213231.11	0.029320786	0.012450599	0.006925623
PPP1R2P10	ENSG00000213232.2	0.010976609	0.114749835	0
RPL23AP62	ENSG00000213233.5	0.001827163	0	0
ST13P10	ENSG00000213234.4	0.045095943	0.033286646	0.057272898
EEF1A1P16	ENSG00000213235.3	0.316143322	0.333847436	0.189174437
YWHAZP2	ENSG00000213236.3	0.683812051	0.21430814	0.746305509
AC008155.1	ENSG00000213237.4	0.79014078	0.437181488	0.851649312
AC008155.2	ENSG00000213238.6	0.002321503	0	0
NPM1P32	ENSG00000213239.3	0.10628722	0.019305095	0.048735736
NOTCH2NL	ENSG00000213240.8	0.003030165	0.007063333	0.011427726
HIST2H3DP1	ENSG00000213244.3	0.115465879	0	0.076776117
SUPT4H1	ENSG00000213246.5	4.892883532	4.983516332	5.557785389
RP11-479A21.1	ENSG00000213247.3	0.020229405	0.039246216	0.055331917
RBMS2P1	ENSG00000213250.5	0.376558332	0.340777992	0.390976473
RP11-819M15.1	ENSG00000213252.3	0.021538065	0.039543673	0
CTC-250I14.1	ENSG00000213253.5	0.245053895	0.263765635	0.083671598
YWHAZP5	ENSG00000213260.3	1.663796973	1.134521914	1.988608007
EEF1B2P6	ENSG00000213261.3	1.066061573	1.434641439	0.616848045
AL365331.2	ENSG00000213262.3	0.053829567	0.084138194	0.015646457
NIP7P2	ENSG00000213264.3	0.012051133	0	0
TSGA13	ENSG00000213265.7	0.014263731	0	0
AC004386.4	ENSG00000213269.2	0.088029361	0.047073475	0.038817096
RPL6P25	ENSG00000213270.5	0.036401614	0.027813902	0
RP11-613M5.1	ENSG00000213272.5	0.058507716	0.085574644	0.020761162
IFITM9P	ENSG00000213275.2	0.224294565	0.088992558	0.092962136
MARCKSL1P1	ENSG00000213277.3	0.135280508	0.124148741	0.132334587
RP1-29C18.9	ENSG00000213279.2	0.072803727	0.078140518	0.051570596
RP11-212P7.1	ENSG00000213280.2	0.985554645	1.07474383	0.347263983
NRAS	ENSG00000213281.4	4.463309347	3.972303536	4.535849939
AC138031.1	ENSG00000213285.4	0.001583064	0	0
RP11-680L20.1	ENSG00000213287.3	0.027145172	0	0
PGK1P2	ENSG00000213290.4	0.162243679	0.165688383	0.118280167
RP11-420H19.3	ENSG00000213291.3	0.040377625	0.030844921	0
CTD-2666L21.3	ENSG00000213293.4	0.705946711	0.165940624	0.613174449
AC092106.2	ENSG00000213295.3	0.022719272	0	0.043816794
RP5-1106E3.1	ENSG00000213296.4	0.054139448	0	0.014865035
ZNF625-ZNF20	ENSG00000213297.7	0.029768661	0.067989136	0.066991451
HNRNPA3P6	ENSG00000213300.5	1.411376056	0.742598211	1.732509555
HMGB3P11	ENSG00000213301.2	0.003165508	0.020137508	0
RP11-560I19.2	ENSG00000213302.3	0.049404919	0	0.034284247
CTC-398G3.2	ENSG00000213303.3	0.544024003	0.504809113	0.561522107
CTC-398G3.1	ENSG00000213304.3	0.238282597	0.26847781	0.10854309
HNRNPCP6	ENSG00000213305.3	0.067488619	0.026637998	0.05257166
RPL18P11	ENSG00000213307.4	0.067139151	0.109514633	0.089579107
RPL9P18	ENSG00000213309.3	0.220624048	0.356938531	0.122647605
CYCSP19	ENSG00000213310.3	0.025090501	0	0
RPL7AP34	ENSG00000213312.3	0.089816133	0.058193002	0.016167998
CTD-3035D6.1	ENSG00000213315.5	1.197240801	0.857627771	0.712635853
LTC4S	ENSG00000213316.8	0.025280153	0.095652553	0.049378674
RP11-331F4.1	ENSG00000213318.4	0.026127872	0	0.021205354
RPS7P11	ENSG00000213326.4	2.139855244	1.173784579	1.590921053
RP11-281O15.2	ENSG00000213328.3	0.028972987	0.039985727	0.018483655
RP11-713C19.2	ENSG00000213331.4	0.172677092	0.119843353	0.115725038
SLC25A5P6	ENSG00000213332.4	0.033228553	0	0.014632513
NPM1P50	ENSG00000213333.3	0.045674031	0	0.014949879
CLNS1AP1	ENSG00000213335.4	0.008743877	0.017123167	0
ANKRD39	ENSG00000213337.7	1.603613946	1.25479338	1.357414561
ATF4P1	ENSG00000213338.3	0.002219434	0.011404635	0
QTRT1	ENSG00000213339.7	3.195174576	3.032027184	2.977164441
CHUK	ENSG00000213341.9	2.31608815	2.632297827	2.244571025
RPL21P18	ENSG00000213343.5	0.061744703	0.047632599	0
PCNPP3	ENSG00000213344.2	0.035324075	0.024664172	0
MXD3	ENSG00000213347.9	1.524849959	1.008443318	1.47112772
GAPDHP44	ENSG00000213352.3	0.165720306	0.047187926	0.01654199
CNN2P8	ENSG00000213355.3	0.011533122	0	0
AC092933.4	ENSG00000213358.3	0.013857639	0	0.013727585
RP4-778K6.1	ENSG00000213361.2	0.142402711	0	0.090907557
FTH1P12	ENSG00000213362.3	0.531316575	0.348237354	0.406682932
RPS3P6	ENSG00000213363.4	0.250972887	0.271665006	0.273418014
AP000593.6	ENSG00000213365.3	0.081531857	0.016409829	0.186193762
GSTM2	ENSG00000213366.11	0.889304271	1.66579575	0.954507617
ST13P11	ENSG00000213368.3	0.035105767	0.016229533	0.023031502
RANP6	ENSG00000213370.3	0.090965446	0	0.045756862
NAP1L1P3	ENSG00000213371.4	0.256561083	0.226665686	0.135775199
LINC00671	ENSG00000213373.6	0.021390103	0.096973879	0.013752796
GAPDHP71	ENSG00000213376.4	0.124667743	0.121329169	0.045781505
COG8	ENSG00000213380.12	1.859554217	2.190761825	1.79872158
AC104297.1	ENSG00000213383.2	0.071055024	0.027497231	0.037731942
EIF4E2P1	ENSG00000213384.2	0.032664373	0	0
RP11-577H5.1	ENSG00000213385.3	0.568047857	0.381234216	0.113658196
RP11-779O18.2	ENSG00000213386.3	0.03229057	0.09527005	0.065437069
ARHGAP19	ENSG00000213390.9	1.970195221	2.775527152	1.833965296
RP11-66N11.6	ENSG00000213391.3	0.098958346	0	0.043931066
RP11-546B8.1	ENSG00000213393.5	0.038043393	0	0
RP4-747G18.5	ENSG00000213394.3	0.136515575	0.067090884	0.037231604
HAUS7	ENSG00000213397.9	0.803405046	0.609580465	0.457586122
LCAT	ENSG00000213398.6	1.464803413	2.306451581	1.154961548
AC022210.2	ENSG00000213399.3	0.569452733	0.45646633	0.242462679
RPL12P18	ENSG00000213400.3	0.025673515	0	0
MAGEA12	ENSG00000213401.7	0.444006056	0.012585826	0
PTPRCAP	ENSG00000213402.2	0	0	0
CISD1P1	ENSG00000213403.2	0.02446894	0	0
ANXA2P1	ENSG00000213406.3	0.347401075	0.259501315	0.149573469
RP11-658F2.3	ENSG00000213409.4	0.12039062	0.069934075	0.108464737
RBM22P2	ENSG00000213411.2	0.198409117	0.270988885	0.139968697
HNRNPA1P33	ENSG00000213412.3	0.566619853	0.123930675	0.080677219
PVRIG	ENSG00000213413.2	0.122810201	0.105598591	0.050972576
CTB-47B8.5	ENSG00000213414.3	0.009027954	0.00753115	0
KRTAP4-12	ENSG00000213416.3	0.001451331	0	0
KRTAP2-4	ENSG00000213417.3	0	0	0
GPC2	ENSG00000213420.6	1.295330527	0.271755515	0.575333957
RP11-84O12.2	ENSG00000213421.4	0.008242275	0	0
RBMX2P2	ENSG00000213423.4	0.024798096	0	0
KRT222	ENSG00000213424.7	0.028567917	1.061985914	0.053288295
HSPD1P1	ENSG00000213430.6	0.536648933	0.133790627	0.53490566
RP11-301G23.1	ENSG00000213431.4	0.019466376	0	0
RP11-624L12.1	ENSG00000213432.2	0.348023228	0.32946548	0.167578388
RPLP1P6	ENSG00000213433.5	0.877120996	1.114861713	0.809483702
VTI1BP2	ENSG00000213434.2	0.066154467	0.016782711	0.069202202
ATP6V0CP3	ENSG00000213435.3	0.12713243	0.025939987	0.100854837
YBX2P1	ENSG00000213438.2	0.060462261	0.077545453	0
OR5AC1	ENSG00000213439.3	0.000220473	0	0
H2AFZP1	ENSG00000213440.2	0.143420442	0	0.032416997
RPL18AP3	ENSG00000213442.5	4.055732632	3.290960465	3.247909207
RP11-75L1.2	ENSG00000213443.2	0	0	0
SIPA1	ENSG00000213445.7	3.260673134	3.135671304	3.089963523
RPS23P2	ENSG00000213448.3	0.038625626	0.027928696	0
GAPDHP28	ENSG00000213449.2	0.019500965	0	0.032840662
VDAC1P7	ENSG00000213450.4	0.012927401	0	0.019624652
OR6C69P	ENSG00000213451.2	0.000326549	0	0
AKR1B1P2	ENSG00000213452.4	0.003782686	0	0
FTH1P3	ENSG00000213453.3	1.164237878	1.118908874	1.083216018
AC091654.7	ENSG00000213455.3	0.203877821	0.180228393	0.107731564
RP13-235E23.1	ENSG00000213461.3	0.040991575	0.056792986	0
ERV3-1	ENSG00000213462.4	2.42950762	2.644140056	3.380720425
SYNJ2BP	ENSG00000213463.4	2.238104544	3.347665535	2.502337801
ARL2	ENSG00000213465.6	4.116529007	3.851140884	3.217240288
HMGB1P37	ENSG00000213467.4	0.165374352	0.093696011	0.100229643
FIRRE	ENSG00000213468.3	1.008080858	0.835870938	0.457747119
RP11-972K6.1	ENSG00000213470.4	0.013025585	0	0
TTLL13P	ENSG00000213471.7	0.060658345	0.045750063	0.077919392
CFL1P2	ENSG00000213478.2	0.166365328	0.017073688	0.132617799
RP11-364P2.2	ENSG00000213480.3	0.023498575	0.01282906	0
NDUFAF4P2	ENSG00000213483.4	0.012832388	0	0.094302754
EIF4A1P8	ENSG00000213484.2	0.016717081	0	0.010922594
AC108039.1	ENSG00000213486.3	0.038565925	0.039123125	0.027151267
ASS1P4	ENSG00000213487.3	0.00458884	0	0
CTB-85P21.1	ENSG00000213488.4	0.010762072	0	0.025088419
RP13-147D17.1	ENSG00000213489.3	0.001373656	0	0
NT5C3AP1	ENSG00000213492.2	0.146286407	0.269926599	0.214965379
ACTN4P1	ENSG00000213493.3	0.096010526	0.032479821	0.029350277
RP11-416L21.1	ENSG00000213495.3	0.041067011	0	0
TPT1P13	ENSG00000213498.3	0.029450666	0.067763442	0.033001487
LAP3P2	ENSG00000213500.3	0.004714693	0	0.008951648
PPIAP16	ENSG00000213509.4	0.16048591	0.157516329	0.12338269
GBP7	ENSG00000213512.1	0.132979066	0.14843539	0.238761038
RP13-39P12.2	ENSG00000213513.3	0.187273257	0.321271763	0.541417378
RP11-428P16.2	ENSG00000213514.2	0.098825451	0.07282657	0.355978362
RBMXL1	ENSG00000213516.8	2.510309949	2.965063223	2.705666103
AC132008.1	ENSG00000213519.2	0.184579575	0.941846645	0.567862182
RAC1P5	ENSG00000213522.4	0.039329863	0.021102231	0
SRA1	ENSG00000213523.8	3.18488148	3.140991825	3.416289771
RP11-383B24.3	ENSG00000213525.3	0.015437808	0.073121035	0
SETP8	ENSG00000213526.3	0.067106801	0.036687059	0.046903614
RP11-591L14.1	ENSG00000213527.5	0.029140831	0.032014959	0
RP11-432F4.2	ENSG00000213529.3	0.089544676	0.141824646	0.062233061
MTHFD2P5	ENSG00000213530.3	0.009398953	0	0
TMEM110	ENSG00000213533.10	0.628301665	0.576724386	0.543359468
GNG5P1	ENSG00000213536.2	0.010859862	0.055721312	0
KRT8P41	ENSG00000213538.5	0.034136695	0.200956581	0.063927898
YBX1P6	ENSG00000213539.4	0.236761043	0.047419565	0.144913632
RP11-486G15.1	ENSG00000213540.3	0.056707511	0	0.091398183
RP11-467H10.1	ENSG00000213542.3	0.360418783	0.538509899	0.227821084
RARRES2P2	ENSG00000213543.2	0.026700566	0.023963911	0
VN1R64P	ENSG00000213547.3	0.00023846	0	0
AC005522.6	ENSG00000213548.3	0.024312805	0.06526672	0.047126643
AC005077.8	ENSG00000213549.3	0.007741384	0	0
DNAJC9	ENSG00000213551.4	2.943373378	2.39069971	3.734774228
RPLP0P6	ENSG00000213553.4	2.450974897	3.424327944	2.344386816
RP11-3J11.1	ENSG00000213556.3	0.025907037	0.045104948	0
RP11-240E2.2	ENSG00000213557.4	0.040632171	0.172562504	0
HMGN2P32	ENSG00000213558.3	0.032267834	0	0.060068421
HNRNPA1P64	ENSG00000213559.4	0.043760053	0.038976453	0.052843564
RP11-386I14.3	ENSG00000213560.4	0.029584632	0	0.05820011
RP11-386I14.2	ENSG00000213561.4	0.062339208	0.305444753	0.076115457
C8orf82	ENSG00000213563.5	3.277158355	2.615218375	3.102269514
HNRNPA1P13	ENSG00000213568.4	0.016182173	0.012695944	0.017288815
RP13-383K5.4	ENSG00000213569.4	0.140612167	0.019909954	0.078324062
LDHAP5	ENSG00000213574.2	0.314345724	0.127851023	0.473549094
CPLX3	ENSG00000213578.5	0.000919978	0	0
RP4-595K12.1	ENSG00000213579.3	0.052252626	0.051903897	0
VDAC1	ENSG00000213585.9	6.030626793	5.695211786	6.280733443
RP11-646D13.1	ENSG00000213587.3	0.03995917	0.050493096	0.034989131
