gene	transcript	KMS11_EXP	MM1S_EXP	RPMI_EXP
HIST2H2BC	HIST2H2BC	6.1627619	4.098310065	5.339408221
OSBP	OSBP	11.70577492	11.7216119	11.54139674
CDC26	CDC26	9.342521412	9.405971093	8.853125503
AIM1	AIM1	5.292251682	3.440447299	4.55853092
DPYD	DPYD	8.863907486	9.613281163	11.3363615
ITGA4	ITGA4	12.16935507	13.35489674	8.468151552
NDUFA6	NDUFA6	10.89523445	11.05173235	9.922046172
CDYL	CDYL	10.90891046	10.89424936	11.62364834
TCP11L1	TCP11L1	8.843063657	9.138781198	7.45839841
CPOX	CPOX	10.83845547	10.94430943	10.10313041
LOC654342	LOC654342	3.398678716	4.705342091	4.41331651
ZNF367	ZNF367	10.5376261	10.71896947	9.475281505
RTN3	RTN3	12.61493755	12.64130894	13.92264015
ERLEC1	ERLEC1	11.5109026	11.49045982	12.15913656
BBX	BBX	11.6596927	11.63687381	12.17541232
SLC25A36	SLC25A36	11.54637843	11.53861576	12.4542016
AP3B1	AP3B1	11.4472744	11.43504513	12.29327334
WFDC2	WFDC2	1.950065224	0	3.745280365
FTX	FTX	5.326979494	4.764829138	5.075459896
SLC5A6	SLC5A6	10.35169016	11.24933867	10.81147103
TMEM56-RWDD3	TMEM56-RWDD3	3.663002978	4.112783523	2.39247405
CEP78	CEP78	9.895993263	10.11436702	8.724353545
MTX2	MTX2	10.34352997	9.784284761	10.08525999
CHEK2	CHEK2	10.24027855	9.892966228	10.07775037
TMEM161A	TMEM161A	9.095539439	9.092173075	9.856839446
ALX3	ALX3	3.110550334	3.938878558	4.334832822
CYP39A1	CYP39A1	1.540662153	0	2.95778462
HIST1H2AK	HIST1H2AK	1.540662153	0	2.95778462
OR56B4	OR56B4	1.540662153	0	2.95778462
PGM5-AS1	PGM5-AS1	1.540662153	0	2.95778462
C6orf48	C6orf48	10.15467889	10.13405405	10.56516874
ADCY10P1	ADCY10P1	4.890402915	5.518966247	6.457343118
OGFRL1	OGFRL1	9.334009531	9.564604906	11.10617686
TSPYL2	TSPYL2	8.644000452	8.810600553	10.16681585
PIK3CG	PIK3CG	8.54053492	11.95244642	11.2948562
OSBPL1A	OSBPL1A	10.01258264	10.83815604	7.281382974
RPS26	RPS26	12.3110671	12.29412962	13.19708612
VAT1	VAT1	8.860947284	8.880835492	9.819497351
C9orf156	C9orf156	8.425073201	8.709235486	7.115220561
EFCAB13	EFCAB13	5.256671032	5.545254874	6.547107377
PAN2	PAN2	11.15231654	11.12995912	11.79787224
SNX25	SNX25	10.74924932	11.03334729	9.328573958
AP3S1	AP3S1	9.955462476	10.03896013	11.35760698
FUCA1	FUCA1	8.587833761	10.42760617	9.653595696
CTBS	CTBS	8.587833761	8.703045313	9.960127945
FKBP14	FKBP14	8.047020274	8.844740282	10.43600355
ENTPD5	ENTPD5	6.955928831	6.940847993	7.238911027
CTNNB1	CTNNB1	12.55096558	11.80381631	12.20777392
BLOC1S5	BLOC1S5	9.089045225	9.253618243	10.67654775
PEX3	PEX3	9.342521412	8.186411416	8.831848747
TMEM179B	TMEM179B	9.331875369	9.402155102	10.62204267
PDIK1L	PDIK1L	10.1179677	10.10030753	10.81779911
OPN1SW	OPN1SW	2.941572106	2.454199587	2.731417878
LRRC16A	LRRC16A	10.57241602	10.7929692	12.50912426
COPS7A	COPS7A	9.521832037	9.556044242	10.66378045
ZNF783	ZNF783	9.596672438	8.652543857	9.173724601
DDX5	DDX5	14.06143026	14.10017775	13.72646299
TNFRSF1A	TNFRSF1A	7.875823058	10.26484134	9.433520764
CYBA	CYBA	11.01853403	11.03272764	12.18278229
DROSHA	DROSHA	11.36820087	11.41435227	10.99572476
TNFRSF14	TNFRSF14	6.71501475	9.531800561	9.133717634
RNF168	RNF168	10.35829955	11.91645052	11.19979502
LOC101410533	LOC101410533	3.110550334	3.440447299	2.132461686
C19orf44	C19orf44	6.780428219	6.811779266	7.641661625
DUSP28	DUSP28	5.360887457	5.545254874	6.511868065
PPRC1	PPRC1	11.51048233	11.59319035	10.92213837
SIK2	SIK2	9.567935167	9.56631096	10.47769756
SLC6A9	SLC6A9	8.031312481	8.517964589	10.09274393
AATF	AATF	11.42189651	11.44527873	11.21493833
SLC9A3R1	SLC9A3R1	12.90996057	13.50527813	10.49584504
ABCA5	ABCA5	9.392557852	10.33256249	6.547107377
SUMO1	SUMO1	11.63478837	11.65542786	11.44952011
TPCN1	TPCN1	10.08917238	10.29910497	11.95617648
CLOCK	CLOCK	10.65672874	10.76352777	9.960127945
VEGFB	VEGFB	9.582369708	9.649141189	10.92046451
TRIT1	TRIT1	9.525575619	9.52830368	10.48111323
OSTCP1	OSTCP1	4.328606717	4.492135196	3.618497096
CDT1	CDT1	9.954075596	9.929216977	10.3967011
DDX60L	DDX60L	4.520843366	4.602676598	4.06995989
ZNF800	ZNF800	10.80958326	10.96773061	9.882931865
TTLL3	TTLL3	2.625665598	5.507623409	0
HAUS1	HAUS1	9.904640642	9.879306017	10.38943775
MYL12B	MYL12B	11.2351227	11.20634286	11.79053992
RPS23	RPS23	14.21184268	14.19282448	15.40810745
ANKIB1	ANKIB1	11.54407575	11.521571	11.84553709
RARG	RARG	7.503245364	7.950730847	9.428804011
MSH5	MSH5	8.24840675	8.562288223	10.08966233
ATP6V1F	ATP6V1F	11.50100615	11.54685106	11.13974958
TRAM1	TRAM1	13.83644491	13.93114378	13.16713899
TAS2R20	TAS2R20	3.398678716	4.30862299	4.752159835
ZNF577	ZNF577	3.745269607	0	7.150021409
FAM13A	FAM13A	5.606797528	6.147495979	7.281382974
ERAP1	ERAP1	11.03963193	12.38490244	11.74480021
TGFA	TGFA	7.598700171	9.266008775	10.47540919
MMD	MMD	8.525665659	8.503789968	8.867136626
SNTA1	SNTA1	8.204712962	6.725659369	7.573950084
FAM110B	FAM110B	4.184558014	6.366979584	1.089647294
ZNF550	ZNF550	8.852033181	8.841925959	9.651571972
RPS25	RPS25	13.70060227	13.678248	14.85274894
NCOA1	NCOA1	10.19047906	10.58484979	8.508927741
ZNF142	ZNF142	10.54778141	10.74255365	9.495717145
C7orf55-LUC7L2	C7orf55-LUC7L2	9.914884383	9.887575533	10.4492312
LOC100289092	LOC100289092	5.144352339	5.131297261	5.491901185
OXLD1	OXLD1	6.488346295	6.749882832	7.974208066
PSPC1	PSPC1	10.56515921	10.65547706	9.968277991
GNS	GNS	12.66669003	12.7083209	12.33640056
RAB7L1	RAB7L1	11.14980427	7.681533598	9.762546482
FLJ20021	FLJ20021	4.184558014	5.131289029	5.785404078
AGK	AGK	11.26621263	11.23451809	11.79512648
EPS8	EPS8	6.966972576	7.366068627	5.491869126
IKBKG	IKBKG	9.580573269	9.601681662	9.404992505
MAGI2	MAGI2	9.491540479	10.03772539	7.4767867
LAMB1	LAMB1	6.533648998	1.882858215	4.922844822
TMEM258	TMEM258	10.79337571	10.87372862	12.37674673
CLNS1A	CLNS1A	11.33446883	11.32396109	12.42312379
TUG1	TUG1	12.11543712	12.08033788	12.72788643
ANAPC1P1	ANAPC1P1	6.326163395	7.442371279	8.591417623
USP10	USP10	12.03008774	10.65306898	11.42190703
TTC37	TTC37	12.34163557	12.30591924	12.94158503
RPS6KA4	RPS6KA4	9.536742602	9.561186733	9.338665082
CD86	CD86	7.875823058	8.337920667	9.91194469
MGAT4A	MGAT4A	8.067697867	8.337920667	9.828477675
MYCBP	MYCBP	10.87993546	11.15321633	11.01205182
ZFYVE26	ZFYVE26	9.717741531	9.688839508	10.30189625
HLA-G	HLA-G	5.606797528	5.888528959	6.992768431
ZNF443	ZNF443	6.488346295	7.997004427	7.372603915
EMC6	EMC6	8.836741547	9.04866124	7.795266935
RUNDC1	RUNDC1	9.643917503	9.674672498	9.404992505
CKB	CKB	4.935167407	0.922972661	10.6364343
INPP5D	INPP5D	10.33715356	10.44069271	9.691490546
CTC1	CTC1	8.623193806	11.35439816	10.42539426
TFDP1	TFDP1	13.12085183	13.18021376	12.68502688
MCTP2	MCTP2	7.351283796	9.454681768	8.673436289
SH3BP1	SH3BP1	9.382276009	9.671505684	9.522520723
MRPL24	MRPL24	10.87997374	10.9097806	10.64662171
UBL7	UBL7	10.09547614	10.1489341	11.51549781
ODF3B	ODF3B	2.529371205	0	4.811327165
WNT6	WNT6	2.529371205	0	4.811327165
MESDC2	MESDC2	11.44826088	11.41766795	11.84154862
COMMD8	COMMD8	9.635284612	9.763612414	8.898172067
ABHD13	ABHD13	9.758063277	9.939784879	8.80662695
TXNRD3	TXNRD3	6.360090321	6.663259217	7.921472036
MAGEH1	MAGEH1	9.624855757	10.09912422	7.802574524
PIKFYVE	PIKFYVE	11.16847156	11.13226194	11.74716498
C1orf131	C1orf131	9.633551091	8.924058305	9.313304814
LOC100133957	LOC100133957	5.104856607	5.093927733	5.561894303
MAGT1	MAGT1	12.69355012	12.66618405	12.99997358
TRMT12	TRMT12	8.525665659	8.559675351	8.276733931
GPR89B	GPR89B	7.910582773	7.404724341	7.680936135
ALKBH8	ALKBH8	8.974818947	9.044008803	8.526690934
MPP6	MPP6	10.29831464	9.392570731	9.893239331
FAM117B	FAM117B	8.66789922	8.724599116	9.956856734
DPM2	DPM2	10.15467889	10.14779003	11.24073172
FAM151A	FAM151A	1.540662153	1.882858215	2.132461686
ZNF688	ZNF688	6.273724745	5.727076367	6.029196659
C9orf96	C9orf96	1.540667112	1.882862127	2.132534071
MPZL3	MPZL3	6.273724745	6.252958672	6.695826825
ATXN3	ATXN3	8.766068365	8.736770592	9.215392242
RNF20	RNF20	11.08089745	11.14943594	10.61997233
LONRF1	LONRF1	8.157261028	9.653962852	8.984250396
SMYD5	SMYD5	9.529307559	10.22326566	9.876019591
TM7SF2	TM7SF2	7.392884085	8.388964416	9.872553304
BAX	BAX	9.911806909	10.10852446	8.911751493
NKTR	NKTR	11.19280445	11.70660394	11.44412453
TACC1	TACC1	12.13118174	12.91826696	9.402590022
DBNDD1	DBNDD1	3.523687402	3.660860181	2.95778462
ACAP3	ACAP3	9.740460457	9.79887029	11.18798296
NELFE	NELFE	10.86306344	10.83018242	11.26870573
RPL17	RPL17	14.37522953	14.32718771	15.44377887
CXCR7	CXCR7	3.110550334	0	5.89886859
SNRPA1	SNRPA1	11.80879529	11.87952965	11.3388812
TNPO1	TNPO1	13.5331837	12.70522846	13.15755221
FRA10AC1	FRA10AC1	8.933162455	9.101615937	8.074227112
TOX	TOX	3.110550334	4.372422827	1.089647294
SNORA76	SNORA76	1.950065224	2.454199587	2.731417878
MTSS1	MTSS1	5.326979494	5.751278927	3.969638629
TTC31	TTC31	9.812684326	9.869666323	9.433520764
FAM65A	FAM65A	8.223268078	9.460197847	11.08160327
C2CD2L	C2CD2L	9.687996722	9.869666323	8.762332204
DDX19B	DDX19B	8.547912474	8.5800814	9.747028158
VWA9	VWA9	10.54778141	10.51677358	11.46859859
DNAJA2	DNAJA2	10.99578128	10.95476339	11.65022603
CBX8	CBX8	7.010354664	7.022667419	7.921472036
FOXD2-AS1	FOXD2-AS1	5.458080099	5.651941438	6.711439841
SMC5	SMC5	11.54130477	11.72657581	10.56085822
PGLS	PGLS	7.308484658	7.434920073	8.693232547
GPR89C	GPR89C	6.409560655	5.337286498	5.952419771
FGF13	FGF13	7.103424202	8.620058499	9.819497351
TMED1	TMED1	9.376071111	9.501803356	8.681389527
MAP3K10	MAP3K10	8.015431779	8.164052115	7.260298583
VAC14	VAC14	10.78168756	10.76946597	10.8924821
NUDT5	NUDT5	11.79585703	10.70973865	11.31288296
PCIF1	PCIF1	9.924618053	9.985130373	9.531346368
CCDC159	CCDC159	5.549136224	6.302933144	7.430360551
TRIM27	TRIM27	11.24537444	11.2019646	11.93180492
PFAS	PFAS	10.21732767	11.26582599	10.75231374
MYOF	MYOF	11.00519645	1.882858215	7.961206572
SRSF7	SRSF7	12.40039116	12.47643738	11.90828378
NEK7	NEK7	11.75243083	11.82997241	11.78916274
GTF3A	GTF3A	11.53621321	11.49270444	12.39136175
ENKD1	ENKD1	7.694894118	7.802270779	9.092569526
GAREM	GAREM	8.376168811	8.58008517	10.12370758
ZBTB22	ZBTB22	8.329836693	8.297402375	8.925207261
RPAIN	RPAIN	7.858124014	9.247623756	8.616706888
TMEM87A	TMEM87A	10.78949289	10.84730796	10.40992124
NPHP3-ACAD11	NPHP3-ACAD11	6.446683019	7.145881211	8.504890475
PRPF4B	PRPF4B	12.09700828	12.05017516	12.71849863
ST6GALNAC5	ST6GALNAC5	2.941572106	0	5.562453088
RSL1D1	RSL1D1	13.02215625	12.96880717	13.90291207
GPR174	GPR174	3.638734197	4.654922391	1.703291215
ARHGAP26	ARHGAP26	9.178694725	9.579887245	11.44368952
EMC9	EMC9	7.031560613	7.022667419	7.838573653
TBC1D7	TBC1D7	9.357294672	9.321614726	9.794055147
BAIAP2	BAIAP2	3.638734197	0.922972661	9.606357091
EIF3CL	EIF3CL	3.57799673	3.594739622	3.585899948
SMYD4	SMYD4	8.421059156	8.830613443	8.620656051
SLC46A1	SLC46A1	7.948875298	8.048868273	9.383220433
ESRP2	ESRP2	7.562730873	7.535897429	8.244896571
ERC1	ERC1	11.30101598	11.43177442	10.57266234
BACH1	BACH1	11.24593888	11.19976435	12.11431496
LOC100506023	LOC100506023	3.110550334	3.660860181	4.251832686
GLI3	GLI3	7.503245364	8.736770592	4.55853092
TMEM182	TMEM182	5.715635331	6.013848564	7.206213414
COA3	COA3	9.9103774	9.972319297	9.522520723
SEMA4C	SEMA4C	7.218868331	7.293765906	8.47730495
GALK2	GALK2	9.19758285	9.485664305	11.28314624
ACY1	ACY1	7.580205797	8.883688013	10.34370761
ZNF582	ZNF582	6.728056551	7.109475486	5.379059466
PRKCSH	PRKCSH	12.58139833	12.52659216	13.46979442
AP4E1	AP4E1	10.43391921	10.48916558	10.08076424
DLEU2L	DLEU2L	5.662242535	5.70246362	5.417650017
RAVER2	RAVER2	10.75165284	10.93509137	9.828477675
RGS14	RGS14	9.582369708	9.545703938	9.989252565
SIDT2	SIDT2	9.538596361	9.50891784	10.50707113
GIT1	GIT1	10.73881005	10.69265909	11.32181538
FAM149A	FAM149A	7.384628358	7.603923013	6.438700382
LPCAT1	LPCAT1	12.95228078	13.04266998	12.40523189
C15orf37	C15orf37	5.326979494	5.304846853	5.785411925
TIMM8A	TIMM8A	8.910444862	8.872585623	9.361114753
NFATC3	NFATC3	11.63954421	11.58648329	12.42164146
EDIL3	EDIL3	3.261795561	0	6.148718579
ATAT1	ATAT1	5.104856607	6.930287904	7.33277058
PCNXL4	PCNXL4	9.854940049	9.026761336	9.486670133
LOC339524	LOC339524	3.398678716	4.933978575	1.089647294
POLR2B	POLR2B	12.94199209	13.02602886	12.42992451
LOC440288	LOC440288	7.317141235	7.318271643	8.281976378
NFATC4	NFATC4	6.933560836	4.975657697	6.148718579
EEF1A1	EEF1A1	18.5301434	18.44905593	20.08075118
CNN2	CNN2	11.00586311	12.86138356	12.00530524
NR2F6	NR2F6	7.020991047	7.071537445	8.190219764
RAPGEF3	RAPGEF3	4.69045062	4.933978575	5.925892636
PTPN12	PTPN12	9.818797847	10.21458626	8.271477035
STK24	STK24	11.97504545	12.06834836	11.42782613
S100A10	S100A10	6.740995	8.971181398	8.217817177
TSEN54	TSEN54	8.788046169	9.526552055	9.156715144
OFD1	OFD1	9.676260355	9.768068507	11.37609825
LRRC45	LRRC45	7.503245364	9.396412124	8.620656051
OSBPL5	OSBPL5	6.457336551	6.51566515	6.125593247
HSPE1	HSPE1	12.70257314	12.66723575	13.02159077
PQLC3	PQLC3	6.103906723	8.639637358	8.139172723
B4GALT3	B4GALT3	12.23739522	12.43571713	11.24476222
ZBTB24	ZBTB24	10.44581152	10.62550795	9.559661968
ANGEL1	ANGEL1	9.323300257	9.278551675	10.02405921
NPFF	NPFF	2.529371205	1.48131961	2.132461686
MAPK8	MAPK8	8.661111811	8.652543857	8.728196037
L3MBTL2	L3MBTL2	10.93447227	11.03704584	10.36001304
DNASE1	DNASE1	6.688613997	6.797272432	6.148718579
MTMR12	MTMR12	11.13027453	11.47963376	9.671670205
SLK	SLK	11.45072154	11.58984306	10.71502677
SLC9A4	SLC9A4	2.941572106	3.030007594	3.618497096
PHF3	PHF3	12.01286194	11.98979539	12.20087409
CHMP2A	CHMP2A	10.68042106	10.63610799	11.12815547
EPB41L4A-AS1	EPB41L4A-AS1	7.093380589	7.173557219	8.402317146
RPS10	RPS10	13.8181827	13.75113605	14.61075381
VAPA	VAPA	12.55096558	12.20275135	12.39105827
KIF16B	KIF16B	8.2863868	8.441944042	9.997235945
KRI1	KRI1	9.836982912	9.803711384	10.13567081
AASS	AASS	8.70467488	9.299219468	6.772268381
NHP2L1	NHP2L1	12.00785423	11.96511328	12.3955984
NDUFS3	NDUFS3	10.75325018	10.85360586	10.20040823
MAT2A	MAT2A	13.02875561	13.1616909	13.09133951
PYROXD2	PYROXD2	4.636102546	6.472646979	1.703291215
ISCA2	ISCA2	8.316937667	7.761152275	8.068170982
SHMT1	SHMT1	9.951294916	9.907844563	10.38213764
ADC	ADC	1.950065224	2.672676519	2.462803581
ALOX12	ALOX12	1.950065224	2.672676519	2.462803581
HIBCH	HIBCH	9.784852378	9.90649831	11.65022603
RAB13	RAB13	2.268602069	2.454199587	1.703291215
SEMA4B	SEMA4B	11.01388094	10.00035218	10.56730966
LRRK1	LRRK1	10.0929553	10.17934932	11.89595011
GRIN3B	GRIN3B	2.268602069	2.454333844	1.703291215
SNED1	SNED1	4.106758689	2.454199587	3.479489271
TCF7L1	TCF7L1	2.268602069	2.454199587	2.95778462
RAB8B	RAB8B	10.74604398	11.38951304	8.570163097
COPE	COPE	11.87812374	11.8356399	12.252491
SNAP47	SNAP47	10.31029467	9.653962852	10.01620936
ZC3H6	ZC3H6	6.701840117	8.381209817	9.424073886
SUSD3	SUSD3	8.026036468	8.002055503	8.993861139
HARBI1	HARBI1	5.911396782	7.182483743	8.22870808
RNF111	RNF111	10.21617594	10.16140906	11.10764864
ZNF222	ZNF222	4.328606717	6.269809284	6.07819992
EIF4H	EIF4H	13.17427501	13.13062687	13.54212502
DFNB59	DFNB59	3.523687402	3.554908051	4.163820726
CEP68	CEP68	9.697978796	9.64753038	10.61167958
RP2	RP2	9.875612677	9.823332207	10.44537703
PMEPA1	PMEPA1	10.28291466	6.842903428	8.941851652
YPEL5	YPEL5	9.506765759	10.08848351	9.79038434
PPAPDC1B	PPAPDC1B	8.363679226	9.465692916	11.26407895
ACAD11	ACAD11	8.149620116	8.126136574	9.162786568
INO80B	INO80B	6.68707469	6.986433691	8.426197651
SLC35A2	SLC35A2	9.077809111	9.101615937	10.51153524
ERMAP	ERMAP	7.548089781	7.706502925	6.830635625
PPID	PPID	10.8726441	10.99078472	10.25604353
CGGBP1	CGGBP1	12.18691895	12.23367959	11.90319271
ATRNL1	ATRNL1	8.312615261	9.242726345	8.784651203
CCDC113	CCDC113	5.182759823	5.27174687	6.259089784
UBALD1	UBALD1	7.533298581	7.583849994	8.860146521
TTF2	TTF2	10.61606174	10.56535917	11.09132959
DUSP5	DUSP5	9.624855757	12.97283264	11.88307854
PLCB3	PLCB3	6.922257325	8.47864425	9.675655411
SH3BP5L	SH3BP5L	10.65245961	10.77463883	10.02561023
HDHD1	HDHD1	9.495361389	9.458361496	10.61894522
LY75-CD302	LY75-CD302	8.775712327	8.936208011	8.030976055
HMGXB3	HMGXB3	11.17682764	11.23129319	10.85869595
NDUFC1	NDUFC1	9.7258962	9.668331904	10.51932173
RPLP1	RPLP1	14.68117251	14.59524	15.66504717
KIAA0513	KIAA0513	7.766217478	8.094811386	6.547107377
CCDC41	CCDC41	9.82488557	9.773986438	10.31473051
C16orf58	C16orf58	10.69545451	10.63772978	11.77808124
RPS2	RPS2	13.51388794	13.50628278	15.48159764
WDR31	WDR31	5.489077247	6.013848564	7.249644437
PREPL	PREPL	11.81416185	11.81174796	11.83042013
EEF2K	EEF2K	10.51333282	10.50970574	12.0680628
NCAPG2	NCAPG2	12.77302997	12.92260298	12.01831495
DFFB	DFFB	8.147581452	8.099537176	8.918496555
NDUFB2-AS1	NDUFB2-AS1	5.490136872	5.459723407	6.053906338
GRN	GRN	10.79957305	11.06506602	13.26347608
FUNDC2	FUNDC2	10.61956891	10.55422429	11.52160044
PIK3R3	PIK3R3	9.501074843	9.960691248	12.06122266
SLC50A1	SLC50A1	8.605623966	9.384854966	11.33699184
NS3BP	NS3BP	5.022505417	5.304832254	4.06995989
CARS2	CARS2	9.940122694	10.19487995	8.867136626
NOL8	NOL8	11.73717973	11.87712689	11.03968676
ATP6AP2	ATP6AP2	11.95228988	11.88363991	12.6192892
CCNE1	CCNE1	9.521832037	10.22001549	7.36274164
VEZT	VEZT	11.10673304	11.12069796	11.01944478
NLN	NLN	9.992442723	10.6024205	12.86401779
CPSF1	CPSF1	10.8003418	11.489562	11.1354143
FAM71F2	FAM71F2	1.540662153	3.316171815	0
BHLHE41	BHLHE41	7.171887335	10.07535881	10.43482627
TEX30	TEX30	9.220852295	9.609976526	7.795266935
GLTPD1	GLTPD1	9.31899464	9.261803457	10.24803429
SSBP2	SSBP2	11.25723461	11.26161896	11.22925143
AARSD1	AARSD1	9.476152805	9.428657475	10.59177477
SLC22A1	SLC22A1	2.529371205	3.440447299	3.153403271
LOC100507424	LOC100507424	3.528946321	4.314159946	3.969942481
RPS8	RPS8	14.51022639	14.41347588	15.75527098
CCDC106	CCDC106	5.956451666	6.252958672	7.590938793
HNRNPA3	HNRNPA3	14.2004772	14.28033581	13.76134346
TMEM11	TMEM11	9.137716121	9.274382813	8.49545933
ASB3	ASB3	8.663511852	8.51117546	8.593697371
SLC35F1	SLC35F1	5.06427068	7.318271643	1.703291215
ARFIP1	ARFIP1	10.06880514	10.16704174	9.570406005
ARHGEF1	ARHGEF1	11.03306504	11.16753105	10.37725392
MICB	MICB	10.82028269	10.88333825	10.47655383
SMG7-AS1	SMG7-AS1	4.328606717	4.30862299	4.487750013
GTF3C2	GTF3C2	11.48571864	11.4471194	11.76878394
HIATL2	HIATL2	7.052459369	7.389386119	5.87132866
RSRC2	RSRC2	11.14677231	10.53170311	10.87178206
EIF3L	EIF3L	13.10624558	13.01638698	14.16094287
ZNF468	ZNF468	9.662730674	8.787383487	9.279654685
MRPS18C	MRPS18C	9.504872604	9.666742392	8.769811402
CMAS	CMAS	9.808084136	10.848709	10.32998689
CALHM2	CALHM2	6.273724745	8.337920667	7.607722378
TFAP2A	TFAP2A	5.715635331	6.611319948	3.618497096
KDM6B	KDM6B	6.828428485	7.052187629	8.535489237
YWHAH	YWHAH	12.12872258	12.21802735	11.66182708
RALY	RALY	12.77774435	13.09959438	11.44602355
CDC40	CDC40	10.70042238	10.92182606	9.741783805
NOC4L	NOC4L	9.491540479	8.259940944	8.964837566
CECR7	CECR7	6.887781131	6.598036118	6.757303328
FBXL3	FBXL3	10.80188616	11.02654419	9.832052945
ME1	ME1	10.00187	9.941100441	11.14909293
KIAA1467	KIAA1467	10.00187	9.639449246	7.838573653
FLJ45340	FLJ45340	10.00187	10.8626606	9.849800713
PLCB1	PLCB1	10.00187	8.769722159	9.900068276
RPL7A	RPL7A	0.001044	14.76414073	16.15076274
LUZP1	LUZP1	0.001123	10.08966233	9.810462384
RPL23	RPL23	0.001561	13.96241708	14.93662874
TMEM159	TMEM159	0.001483	6.876295921	8.373160967
ERCC3	ERCC3	10.27959897	10.53866425	10.40151954
CACFD1	CACFD1	6.103906723	7.022667419	8.343398939
VARS2	VARS2	9.664429506	9.75615765	9.207153457
ANKS1B	ANKS1B	5.81689917	5.055573115	5.491856302
L2HGDH	L2HGDH	9.04949736	8.98655315	9.984432701
UBC	UBC	14.42018394	14.87623394	14.63570679
RBKS	RBKS	3.937306723	5.626009769	5.298636323
MAP4K2	MAP4K2	6.740995	8.81347659	9.661655196
SNUPN	SNUPN	9.305997872	9.23845251	10.2291673
WDR89	WDR89	9.044287553	8.978887747	9.950290516
MAP3K12	MAP3K12	9.095900691	9.449222945	7.802955731
MMAA	MMAA	6.899356923	7.032574756	6.32148079
AK2	AK2	12.73454451	12.64635845	13.55516428
UBAP1	UBAP1	10.53187852	10.72586042	9.683594704
TRIQK	TRIQK	10.18456545	8.816346906	9.602166222
LOC100506639	LOC100506639	4.328606717	4.30862299	4.922844822
RNF121	RNF121	9.009971341	9.331680587	7.809845285
ALG14	ALG14	7.525841807	6.44323698	7.067488141
EPM2AIP1	EPM2AIP1	8.737314955	8.886312361	10.67874977
FASTKD1	FASTKD1	10.54778141	11.22536411	10.8752502
CIRBP-AS1	CIRBP-AS1	3.261836171	4.30862299	4.690495319
KIAA1033	KIAA1033	11.78869387	11.91544621	11.17959191
SPDYE7P	SPDYE7P	3.110550334	3.440447299	4.163764383
ST7-AS1	ST7-AS1	3.261795561	3.030007594	3.159571064
STPG1	STPG1	5.458096508	7.813813251	7.36274164
MRPL45	MRPL45	10.23801057	10.18380904	10.64255718
GPR160	GPR160	8.890270358	10.47832471	12.31227887
SNX14	SNX14	10.9910541	11.07408793	10.57373238
CHMP4C	CHMP4C	6.488346295	6.908932967	8.435603593
NDUFAF4	NDUFAF4	10.4178947	10.64904955	9.456869791
ELL	ELL	10.17387698	10.31441331	9.531346368
SLAMF7	SLAMF7	11.65628184	14.17357564	6.511868065
RUNX1	RUNX1	10.36457243	10.28570275	11.45068546
ATP5I	ATP5I	10.51897765	9.327662666	10.00676086
KYNU	KYNU	1.950065224	0	3.618497096
SLCO2B1	SLCO2B1	1.950065224	0	3.618497096
CNEP1R1	CNEP1R1	8.944389962	8.934663924	9.003405472
TRIM8	TRIM8	10.16790732	10.42854861	9.124997522
KHDC1	KHDC1	6.045984579	6.080506309	7.214338551
EPHX1	EPHX1	8.637095776	9.549158947	11.57219335
ATP5O	ATP5O	12.61317939	12.56954473	12.90172862
CMTM8	CMTM8	5.888331687	6.842903428	8.110013428
SMAD6	SMAD6	2.941572106	0	5.455235148
DPYSL2	DPYSL2	12.34799224	12.77198871	10.77106023
LAMTOR1	LAMTOR1	10.50672411	10.69265909	9.703261656
GCN1L1	GCN1L1	13.96748746	12.57696847	13.36554328
ANKRD19P	ANKRD19P	6.103906723	6.557439194	4.752159835
OSGIN2	OSGIN2	10.61430495	9.57141705	10.16256756
SETX	SETX	12.42037871	11.98820537	12.22589427
DDX10	DDX10	11.06491787	10.9754611	11.9438371
TMEM56	TMEM56	8.422211972	9.036618718	6.58262073
ZNF275	ZNF275	10.77620271	11.11488103	9.493459204
KLHL29	KLHL29	7.487984698	2.196629075	5.69403884
LRRC37A	LRRC37A	6.661592851	7.897512721	7.32264025
EPS15L1	EPS15L1	10.49149238	10.59324171	10.00676086
SNHG1	SNHG1	11.14006925	11.57126914	11.34389634
CAD	CAD	11.80264157	11.70776462	12.69414456
NAPRT1	NAPRT1	8.255170235	8.790306136	10.75889776
JUND	JUND	9.930276074	9.865515227	10.42420829
CSTF2	CSTF2	10.22194956	9.684133196	9.982822494
CNNM4	CNNM4	9.378143099	9.317568633	9.828477675
JMJD1C	JMJD1C	11.40167953	11.34598177	11.77761697
C11orf31	C11orf31	10.41084351	10.37114499	10.66578003
C5orf22	C5orf22	10.85341873	10.99332763	10.22373627
STEAP3	STEAP3	9.188170935	9.60001695	7.780533206
RPA2	RPA2	11.10673304	11.14829862	10.89162424
ESCO2	ESCO2	10.73639347	11.01096861	9.659644538
RPL9	RPL9	14.63677187	14.57249892	15.0543881
FCHSD1	FCHSD1	7.09037711	8.434490623	7.809845285
ZNF775	ZNF775	6.944788183	7.022667419	8.44963978
OS9	OS9	12.87316724	12.81388338	13.25883394
MITD1	MITD1	8.299560634	9.04645559	8.665442516
CCNL1	CCNL1	10.68544964	12.23287357	11.47890104
TMEM14A	TMEM14A	9.31899464	9.603344454	8.255590427
