gene	probe	Basal_Avg	LumA_Avg	LumB_Avg
AC003988.1	ENSG00000234223.2	0.010539771	0.003734567	0.002054796
TMEM229A	ENSG00000234224.2	0.0290192	0.010434576	0.023053414
RP4-704D21.2	ENSG00000234225.2	0.007614639	0.001615428	0.002333941
NDUFS5P2	ENSG00000234226.5	0.015377059	0.003055212	0.004314679
RPL7L1P1	ENSG00000234227.1	0.008291415	0.001256518	0.00155284
NCLP2	ENSG00000234228.1	0.00442651	0.002134326	0.001251204
LINC01505	ENSG00000234229.6	0.035503823	0.008827293	0.009595932
ZFX-AS1	ENSG00000234230.1	0.110218185	0.139809642	0.14722919
AC093616.4	ENSG00000234231.3	0.493202279	0.476661288	0.50835972
RP11-353N4.5	ENSG00000234232.5	0.041687322	0.036398066	0.028804009
KCNH1-IT1	ENSG00000234233.1	0.03768436	0.473399399	0.552086308
RP11-3N2.7	ENSG00000234234.1	0.01224616	0.004251274	0.00249613
BOK-AS1	ENSG00000234235.1	0.230148038	0.106982983	0.089590365
RP11-430L16.1	ENSG00000234238.1	0.012993603	0.005977601	0.005293462
CFL1P8	ENSG00000234239.1	0.009946511	0.004449094	0.010310973
RP4-775C13.1	ENSG00000234241.1	0.121595513	0.0661997	0.081152004
RP11-139J15.5	ENSG00000234244.1	0.009375948	0.002237119	0.000919058
RP11-100E13.3	ENSG00000234247.1	0.028036357	0.012369171	0.013914681
RP11-799O21.2	ENSG00000234248.1	0.042116006	0.009245217	0.011062922
AC007308.6	ENSG00000234252.1	0.115178308	0.161758833	0.155396847
RPL7P13	ENSG00000234253.1	0.090185805	0.047488253	0.050755685
AC012370.3	ENSG00000234255.7	0.016633781	0.022817928	0.017686061
PTCD2P2	ENSG00000234256.2	0.007167382	0.007681822	0.003548822
SOD2P1	ENSG00000234257.1	0.080813453	0.021295067	0.014584849
CTC-507E12.1	ENSG00000234259.3	0.00937714	0.015767096	0.021364032
RP11-146I2.1	ENSG00000234261.2	0.247635769	0.376618067	0.461847138
RP1-20N18.4	ENSG00000234262.1	0.02016828	0.005845432	0.011454114
RP3-325F22.3	ENSG00000234263.1	0.262789712	0.184850936	0.163727407
DEPDC1-AS1	ENSG00000234264.1	0.168669819	0.024671357	0.05358774
RP11-157E14.1	ENSG00000234265.1	0.009952535	0.005688971	0.003336325
TULP3P1	ENSG00000234267.2	0.006651381	0.001316481	0.001916721
AP000936.1	ENSG00000234268.1	0.712494733	0.645719723	0.607312424
RP11-338N12.1	ENSG00000234269.2	0.005926587	0.00182397	5.88E-05
RPL36P20	ENSG00000234270.1	0.014113505	0.006467872	0.006779023
RP1-138B7.4	ENSG00000234271.1	0.123755924	0.123135503	0.115318197
RPL30P2	ENSG00000234272.1	0.134594055	0.164296701	0.132659937
AC073071.1	ENSG00000234273.1	0.008411491	0.093569706	0.053028206
COX7BP2	ENSG00000234274.1	0.115750136	0.080462506	0.07764725
AC017053.1	ENSG00000234275.1	0.005780296	0.001653709	0.000623027
BX664724.4	ENSG00000234276.1	0.000439128	0.000508575	0.000123009
CTD-2090I13.1	ENSG00000234277.2	0.016960467	0.005318728	0.004895405
PRR20E	ENSG00000234278.3	0.000157675	0.000345755	0.000608595
AC113618.1	ENSG00000234279.1	0.00771516	0.00435123	0.001974076
LANCL1-AS1	ENSG00000234281.4	0.183991726	0.200246785	0.184601286
RP4-673D20.4	ENSG00000234282.1	0.049310514	0.031870884	0.01133403
RP11-495P10.6	ENSG00000234283.1	0.23593741	0.081334798	0.056749182
ZNF879	ENSG00000234284.5	1.205778874	1.053346176	1.0201318
GAPDHP49	ENSG00000234285.1	0.030824766	0.009211044	0.005609892
AC006026.13	ENSG00000234286.1	0.776745276	1.665975068	1.475447825
RP11-761N21.2	ENSG00000234287.1	1.308628042	1.192435265	1.107922192
OR1AA1P	ENSG00000234288.1	0.006220623	0.000567812	0.001665271
H2BFS	ENSG00000234289.5	0.023347445	0.017692787	0.026003818
AC116366.6	ENSG00000234290.2	0.501617746	0.708661819	0.598438202
RP11-213H15.1	ENSG00000234292.3	0.127487644	0.046966053	0.024575782
BACH1-IT3	ENSG00000234293.1	0.114023465	0.054579156	0.036949249
RP13-16H11.7	ENSG00000234296.1	0.026187933	0.00572835	0.005229565
RP11-54D18.4	ENSG00000234297.2	0.064481592	0.020984413	0.037460114
LINC00229	ENSG00000234300.1	0.016107266	0.015650519	0.019931697
CLYBL-AS1	ENSG00000234303.2	0.025470505	0.015496797	0.012248596
SGOL1P2	ENSG00000234304.2	0.005340883	0.000972302	0.000467641
RP11-271F18.1	ENSG00000234306.1	0.010557214	0.000624486	0.00127332
AC093381.2	ENSG00000234308.2	0.024762207	0.011493258	0.00968827
SLC25A18P1	ENSG00000234309.1	0.003587847	0.001800741	0.001050393
RP11-432J24.3	ENSG00000234311.1	0.152340019	0.072108153	0.092467483
SAPCD2P4	ENSG00000234312.1	0.001074571	0.00050117	0.001099538
OSTCP5	ENSG00000234315.1	0.021660791	0.015845858	0.019276534
RP4-771M4.3	ENSG00000234318.1	0.070541884	0.059775815	0.068039192
RPS12P2	ENSG00000234319.1	0.052073163	0.011419278	0.013472067
RP11-381O7.6	ENSG00000234320.1	0.000183573	0.000396219	0.000812907
ST13P18	ENSG00000234322.1	0.123948389	0.099898099	0.111338971
RP11-308N19.1	ENSG00000234323.4	0.264974819	0.088905775	0.11798565
RPL9P2	ENSG00000234324.1	0.226624574	0.283915836	0.189598688
MRPS10P2	ENSG00000234325.1	0.064200415	0.038668653	0.033599125
AC012146.7	ENSG00000234327.6	1.169095344	0.756131611	0.827372184
RP11-767N6.2	ENSG00000234329.1	0.570803238	0.612169561	0.540764888
BCAS2P2	ENSG00000234332.1	0.224436282	0.194806124	0.182353194
CYCSP53	ENSG00000234333.2	0.007268304	0.002952423	0.000470669
RPS4XP11	ENSG00000234335.1	0.398399339	0.417792822	0.359161903
JAZF1-AS1	ENSG00000234336.5	0.039574645	0.032350499	0.021876571
RP11-297L17.6	ENSG00000234337.4	0.250326176	0.257461542	0.366219061
RP11-797H7.1	ENSG00000234338.1	0.492289186	0.781665568	0.648096409
AP000705.8	ENSG00000234340.1	0.002789604	0.000100019	0.000442629
LL0XNC01-116E7.1	ENSG00000234345.2	0.115959456	0.066124121	0.076713241
GLUD1P9	ENSG00000234349.1	0.003300698	0.00079166	0.000721075
AC007405.4	ENSG00000234350.3	0.064219682	0.179090164	0.15233531
AC009264.1	ENSG00000234352.8	0.028896751	0.00439695	0.012201682
AP000347.4	ENSG00000234353.2	0.494880446	0.561347666	0.507896592
RPS26P47	ENSG00000234354.3	0.325804325	0.307337033	0.469702154
FTH1P27	ENSG00000234355.3	0.02060828	0.003813994	0.003289232
AC009945.4	ENSG00000234356.1	0.027176954	0.039946434	0.050100546
AC003080.4	ENSG00000234358.1	0.083867881	0.042753397	0.031732107
ELK1P1	ENSG00000234359.3	0.004100084	0.002874029	0.001122721
RP11-87N24.1	ENSG00000234360.1	0.006148859	0.002239487	0.000434189
RP11-52J3.3	ENSG00000234361.1	0.087006344	0.045209138	0.043442387
AC104654.2	ENSG00000234362.4	0.453306987	0.207822627	0.220605014
PPIAP27	ENSG00000234363.1	0.005153931	0.00341325	0.002881693
PFN1P3	ENSG00000234367.1	0.17148039	0.162360618	0.16621687
TATDN1P1	ENSG00000234369.1	0.219972882	0.104459614	0.115551455
RPSAP31	ENSG00000234371.6	0.046781391	0.055432562	0.040792804
SNX18P7	ENSG00000234373.1	0.042559565	0.031441417	0.074347485
UBTFL2	ENSG00000234376.4	0.001642899	0.000726815	0.001006149
RNF219-AS1	ENSG00000234377.6	0.018186955	0.015095223	0.014147667
AC098828.2	ENSG00000234378.1	0.136052374	0.054335969	0.052203742
HMGB1P48	ENSG00000234379.1	0.006635744	0.002739786	0.005077816
LINC01426	ENSG00000234380.1	0.44035068	0.633819546	0.564058528
MED15P7	ENSG00000234381.1	0.004984201	0.000830208	0.000616404
RP11-40F6.1	ENSG00000234382.2	0.090414092	0.01634159	0.014698659
CTBP2P8	ENSG00000234383.1	0.099964501	0.15859826	0.090281633
LINC01049	ENSG00000234384.1	0.012157762	0.003369909	0.001175457
RCC2P1	ENSG00000234385.1	0.001210854	0.001022455	0.000389985
OR7E162P	ENSG00000234386.4	0.011506245	0.002587662	0.003553792
RP11-340I6.1	ENSG00000234387.1	0.000528711	0	0.000296872
TXNP3	ENSG00000234388.2	0.005556361	0.001657043	0.003468423
AC007278.3	ENSG00000234389.1	0.074514921	0.056451912	0.047755843
USP27X-AS1	ENSG00000234390.4	0.745116476	0.949213162	1.007299548
RP11-344N17.6	ENSG00000234391.1	0.0054921	0.002062754	0.000874413
RP11-211N11.5	ENSG00000234393.1	0.20273184	0.177574148	0.166492303
RP11-561O23.5	ENSG00000234394.7	0.005612157	0.002576433	0.00211914
RP11-181G12.4	ENSG00000234396.3	0.105209666	0.175964504	0.128964038
RP11-415K20.1	ENSG00000234397.3	0.176215425	0.096588703	0.13238012
AC134915.1	ENSG00000234398.1	0.006438057	0.026875759	0.022783596
RBMY2XP	ENSG00000234399.1	0	0	0
ELK2BP	ENSG00000234402.1	0.028113276	0.037854362	0.036489892
BX682235.1	ENSG00000234404.2	0.007044106	0.000670675	0.000885715
LL0XNC01-250H12.3	ENSG00000234405.1	0.172894043	0.224216338	0.160386702
AC004129.7	ENSG00000234406.1	0.009764148	0.002390682	0.003201105
AC006547.14	ENSG00000234409.6	0.282387987	0.340877351	0.212549727
RP6-29D12.2	ENSG00000234413.1	0.002737297	0.002864198	0.001064958
RBMY1A1	ENSG00000234414.6	0	0	0
RPL5P7	ENSG00000234415.1	0.012951321	0.006951448	0.005436642
RP11-560I19.1	ENSG00000234418.1	0.041569642	0.048723351	0.019788195
CICP13	ENSG00000234419.1	0.004929922	0.003201876	0.002508688
ZNF37BP	ENSG00000234420.6	1.445991639	1.447498645	1.439809446
SLC25A5P4	ENSG00000234421.2	0.003725877	0.001688911	0.001800776
UBE2WP1	ENSG00000234422.1	0.006921138	0.003061687	0.004310837
LINC01250	ENSG00000234423.1	0.024460203	0.009091725	0.00880359
RP11-213G2.1	ENSG00000234424.2	0.038225882	0.048168981	0.041419327
RP11-528G1.2	ENSG00000234425.1	0.08875478	0.06295013	0.06705059
RP11-459O1.2	ENSG00000234426.1	0.097948758	0.004986962	0.027600529
RP3-413H6.2	ENSG00000234427.1	0.269740123	0.028764407	0.027000673
RP11-666F17.1	ENSG00000234428.2	0.25975169	0.155461669	0.158777313
AC105342.1	ENSG00000234429.1	0.003870083	0.00168491	0.001305395
AC007283.5	ENSG00000234431.2	0	0	0
RP11-1275H24.1	ENSG00000234432.4	0.515640273	0.891080632	0.818855279
LINC01432	ENSG00000234435.2	0.00755925	0.005848785	0.00658178
AC008984.7	ENSG00000234436.1	0.013084121	0.010946713	0.005226838
KBTBD13	ENSG00000234438.3	0.009618791	0.010115918	0.006873593
KRT18P2	ENSG00000234439.1	0.006136496	0.017550088	0.014228075
RP5-1108M17.5	ENSG00000234441.1	0.000484709	0.000652855	0
RP11-402P6.12	ENSG00000234442.2	0.000445238	0.000174129	0.000543014
ZNF736	ENSG00000234444.8	1.58694591	1.685041084	1.69298465
FGF14-AS1	ENSG00000234445.1	0.037742638	0.03759281	0.023573095
AC068489.1	ENSG00000234446.2	0.010530015	0.003445627	0.003196129
RP11-344N17.13	ENSG00000234448.1	0.001028692	0	0.000217045
RP11-706O15.3	ENSG00000234449.2	0.495124651	0.377434833	0.370126799
AC005534.6	ENSG00000234450.1	0.471329319	0.28479879	0.295902063
RP11-211N8.6	ENSG00000234451.1	0.001453401	0.002099749	0.001718855
SLC16A12-AS1	ENSG00000234452.4	0.007382509	0.010302596	0.004212972
AC067960.1	ENSG00000234455.1	0.084612032	0.0019377	0.000842159
MAGI2-AS3	ENSG00000234456.6	0.727869062	1.103413214	0.770058371
AC006960.5	ENSG00000234457.1	0.064933421	0.080862338	0.060231155
OR7E130P	ENSG00000234458.4	0.045157067	0.00434541	0.007710391
AC002064.4	ENSG00000234459.1	0.259078129	0.996932634	0.618527987
XXyac-YM21GA2.4	ENSG00000234460.1	0.041469458	0.018571146	0.051528225
COX6CP12	ENSG00000234463.1	0.006578356	0.015081237	0.013476435
RP11-136B18.2	ENSG00000234464.1	0.012987226	0.004046826	0.002128601
PINLYP	ENSG00000234465.9	0.403384997	0.579629177	0.411615011
RP11-266I3.1	ENSG00000234466.1	0.01648247	0.009939038	0.011260007
SLC25A1P2	ENSG00000234467.1	0	0	0
AC002365.5	ENSG00000234469.4	0.03691032	0.073833094	0.070955961
AC147651.1	ENSG00000234471.1	0.046471591	0.058708598	0.010681057
ZNF101P2	ENSG00000234473.1	0.087239511	0.044568998	0.040857502
MIR3663HG	ENSG00000234474.2	0.008454019	0.000898319	0.000858328
RP11-496N12.6	ENSG00000234476.1	0.453365595	0.046441991	0.044664987
AC004231.2	ENSG00000234477.1	0.807574343	0.345889428	0.257710181
RP11-275I14.4	ENSG00000234478.1	0.863532231	1.135875478	1.000388777
AP1B1P1	ENSG00000234479.2	0.012442997	0.003006542	0.003453025
AC073869.8	ENSG00000234480.1	0.00570115	0.00362722	0.006341846
RP4-614N24.1	ENSG00000234481.1	0.007542138	0.005416304	0.008167797
RP1-55C23.7	ENSG00000234484.1	0.032428887	0.022274475	0.018072824
OR7E46P	ENSG00000234485.5	0.010238991	0.00581936	0.004459399
AC096664.1	ENSG00000234488.1	0.113913842	0.073879272	0.066755628
ALDH7A1P4	ENSG00000234489.1	0.035484943	0.01177706	0.00698583
HNRNPA1P51	ENSG00000234491.1	0.044588283	0.029902825	0.030095005
RPL34-AS1	ENSG00000234492.4	0.078206055	0.09134309	0.09194462
GS1-421I3.2	ENSG00000234493.1	0.180388226	0.06286576	0.283947073
SP2-AS1	ENSG00000234494.6	0.757976515	0.825383684	0.913334526
MRPS21P1	ENSG00000234496.2	0.040903836	0.024121148	0.023095937
ERICH3-AS1	ENSG00000234497.4	0.004832189	0.004664602	0.003899576
RPL13AP20	ENSG00000234498.3	1.915822814	2.00866045	1.801483378
GS1-124K5.10	ENSG00000234500.1	0.650831998	0.930509562	0.69093665
FYTTD1P1	ENSG00000234502.2	0.007795788	0.004624994	0.003874952
KB-1592A4.14	ENSG00000234503.1	0.005208528	0.003680393	0.008681029
RP11-285G1.2	ENSG00000234504.2	0.079687215	0.028649978	0.022214071
LINC01506	ENSG00000234506.4	0.132689137	0.109516379	0.098845354
AP000253.1	ENSG00000234509.1	0.062843337	0.077508234	0.065894849
C5orf58	ENSG00000234511.7	0.187539472	0.115049023	0.128838552
TLR12P	ENSG00000234512.1	0.008318657	0.019233407	0.012918633
AC073072.7	ENSG00000234513.1	0.348044778	0.318251267	0.316582186
PPP1R2P1	ENSG00000234515.1	0.16786793	0.06680661	0.065908946
PTGES3P1	ENSG00000234518.2	2.963726563	2.996038632	3.040611585
RP3-495K2.1	ENSG00000234519.1	0.02031676	0.013106766	0.01316024
AC018464.3	ENSG00000234520.4	0.048833217	0.006820502	0.007835237
AC005041.11	ENSG00000234521.1	0.037420361	0.172194479	0.167286363
RP11-572P18.2	ENSG00000234522.1	0.00648968	0.002251144	0.001554447
NDUFB1P2	ENSG00000234523.1	0.111245717	0.15641622	0.170427795
RPL12P43	ENSG00000234524.1	0.007906333	0.003763374	0.003686508
PCDH9-AS1	ENSG00000234527.1	0.004014347	0.000696745	0.00195167
GAPDHP19	ENSG00000234529.2	0.001664613	0.001881309	0.001263086
CSNK1G2P1	ENSG00000234534.1	0.041453426	0.042764199	0.025454576
RP11-37L2.1	ENSG00000234535.1	0.372222569	0.661098364	0.706925251
AC096582.7	ENSG00000234536.1	0.49111552	0.688292704	0.661696099
RP11-100G15.7	ENSG00000234537.1	0.019991412	0.026059581	0.024533854
ZNF114P1	ENSG00000234538.1	0.006331366	0.001460622	0.001832499
RP3-448I9.1	ENSG00000234540.1	0.018459983	0.012875093	0.01517629
CHEK2P5	ENSG00000234541.2	0.007555083	0.004871091	0.005531118
RP11-282I1.2	ENSG00000234542.1	0.03308277	0.005812222	0.004462046
PTGES3P5	ENSG00000234544.2	0.005197164	0.001776219	0.002125768
FAM133B	ENSG00000234545.6	1.655633884	1.675124001	1.679060118
RP3-510D11.2	ENSG00000234546.2	0.666116005	0.963146691	0.782668538
RP11-78H24.1	ENSG00000234548.4	0.00763532	0.001164856	0.000548764
LINC01309	ENSG00000234551.1	0.027089857	0.001318964	0.00119492
AC022431.3	ENSG00000234553.1	0.088281258	0.109036071	0.077115241
LINC00701	ENSG00000234556.1	0.010984679	0.009242227	0.005230561
RP1-164F3.8	ENSG00000234557.2	0.112926683	0.119549927	0.090403713
API5P1	ENSG00000234558.1	0.071753109	0.038413706	0.048474977
AC079776.4	ENSG00000234559.1	0.033477113	0.038648548	0.028961231
OR10G8	ENSG00000234560.3	0.001541721	0.001559188	0.000298112
TPMTP2	ENSG00000234562.1	0.050651446	0.033431024	0.031106873
HSPA8P20	ENSG00000234564.1	0.008838097	0.003511742	0.005046896
COX6B1P1	ENSG00000234565.1	0.062186537	0.027165012	0.039019984
RPL7AP71	ENSG00000234566.1	0.030765521	0.027334938	0.023036993
RP1-283K11.2	ENSG00000234567.1	0.075211895	0.016434709	0.010504441
BIN2P1	ENSG00000234568.3	0.037493754	0.017845947	0.021136328
RAD1P1	ENSG00000234569.1	0.011817677	0.006308001	0.005831472
ZFRP1	ENSG00000234570.1	0.002729093	0.000593026	0.000567702
RP5-998N21.4	ENSG00000234571.1	0.065477606	0.027709465	0.023207592
AC007880.1	ENSG00000234572.1	0.063196817	0.028695282	0.029659019
RP5-1116H23.1	ENSG00000234573.1	0.013087855	0.00604901	0.003135248
CTSLP8	ENSG00000234575.1	0.008999869	0.005167103	0.015570363
MTND1P26	ENSG00000234576.1	0.007884289	0.002336852	0.002816318
SYNE1-AS1	ENSG00000234577.1	0.074254348	0.047313034	0.021777853
RP4-784A16.1	ENSG00000234578.1	0.021241629	0.006559643	0.006327011
AC009305.1	ENSG00000234579.1	0.042746444	0.010619367	0.008786154
RP11-733D4.1	ENSG00000234580.1	0.009281143	0.003787303	0.007851223
TSPY19P	ENSG00000234583.1	0	0.000179711	0.000300844
AC019186.1	ENSG00000234584.1	0.294440403	0.264014146	0.241210734
CCT6P3	ENSG00000234585.5	1.042666326	1.060798719	1.016142089
RP11-382H24.2	ENSG00000234586.2	0.023177967	0.030677461	0.074845076
MRPL50P1	ENSG00000234587.1	0.004149809	0.00365209	0.004161325
FABP5P14	ENSG00000234588.1	0.033020461	0.028786572	0.042511788
RP11-253E3.1	ENSG00000234589.4	0.367354709	0.386589488	0.349337329
GNG5P5	ENSG00000234590.1	0.010616138	0.001506801	0.002518433
RP11-41L14.1	ENSG00000234592.1	0.011966655	0.007185239	0.006216186
RP4-704D23.1	ENSG00000234593.1	0.043857204	0.150941632	0.123172631
RP11-263C16.2	ENSG00000234594.1	0.015518083	0.018099127	0.018856847
AC013733.3	ENSG00000234595.1	0.003930431	0.001336676	0.007588271
AC010096.1	ENSG00000234597.1	0.023867339	0.016042858	0.009032485
CHRM3-AS1	ENSG00000234601.1	0.099587462	0.006821776	0.003188848
MCIDAS	ENSG00000234602.6	0.250177096	0.928808273	0.892360442
RP1-206D15.5	ENSG00000234604.2	0.53308024	1.597566822	1.613138474
RP11-5P18.1	ENSG00000234607.2	0.063890841	0.043478409	0.029247006
MAPKAPK5-AS1	ENSG00000234608.6	2.828326114	2.772959191	2.873384611
OR2AT2P	ENSG00000234611.1	0.005445522	0.002389988	0.002776894
H2AFZP5	ENSG00000234612.1	0.02169052	0.012850843	0.013546382
RP5-1158E12.1	ENSG00000234613.1	0.003267023	0.000599064	0.000869804
AL450992.2	ENSG00000234614.1	2.215592244	1.965352456	1.794909142
JRK	ENSG00000234616.7	1.83247835	1.490569131	1.436020226
SNRK-AS1	ENSG00000234617.1	0.261942173	0.270622931	0.259982265
RPSAP9	ENSG00000234618.1	0.654417379	0.727737882	0.648957444
RPL7P11	ENSG00000234619.1	0.159051361	0.100628321	0.093944209
HDHD1P1	ENSG00000234620.1	0.000956155	0.000543285	0.002285622
RP13-297E16.5	ENSG00000234622.4	0.053388962	0.050159229	0.042687451
AC016894.1	ENSG00000234624.2	0.154874803	0.12666494	0.115455597
LINC00380	ENSG00000234625.1	0.003738585	0.001197589	0.000548722
RP1-149A16.12	ENSG00000234626.1	0.086144733	0.062525985	0.054528366
NUS1P3	ENSG00000234627.3	0.009862085	0.004121839	0.0043024
WDR82P1	ENSG00000234629.1	0.025776585	0.017161296	0.014677664
LL22NC03-2H8.4	ENSG00000234630.1	0.429790378	0.667910412	0.552465294
NECAP1P2	ENSG00000234632.1	0.060718095	0.041959548	0.033515751
AC003664.1	ENSG00000234634.1	0.008140142	0.008856907	0.005514486
MED14OS	ENSG00000234636.2	0.640100973	0.520993892	0.477728208
RPS19P6	ENSG00000234637.1	0.007580802	0.002754157	0.00591427
AC053503.6	ENSG00000234638.1	0.040282878	0.02648525	0.016978155
AC009263.2	ENSG00000234639.1	0.007892409	0.003081379	0.00228186
RP11-264E18.1	ENSG00000234640.1	0.009172399	0.011059652	0.009344036
OTX2P1	ENSG00000234644.2	0.011338701	0.004863601	0.004259233
YWHAEP5	ENSG00000234645.3	0.272534518	0.263980454	0.271198358
RP4-753D10.3	ENSG00000234646.4	0.014596344	0.008305949	0.010739255
RP11-503C24.4	ENSG00000234647.1	0.010862292	0.005169754	0.007973706
AL162151.3	ENSG00000234648.1	1.639326414	1.860662926	1.595214089
PCCA-AS1	ENSG00000234650.4	0.116682616	0.130424431	0.101522637
AGPAT5P1	ENSG00000234652.1	0	0	4.30E-05
AC079117.1	ENSG00000234653.1	0.005830191	0.001761982	0.006588292
OR7E155P	ENSG00000234655.3	0.026195732	0.003479524	0.001793378
AC013429.4	ENSG00000234658.1	0.017382806	0.004691809	0.005026561
LINC00440	ENSG00000234660.1	0.00572443	0.000673721	0.000707559
CHL1-AS1	ENSG00000234661.2	0.01989732	0.041505882	0.020613702
AC104820.2	ENSG00000234663.4	0.127654834	0.086474096	0.089706529
HMGN2P5	ENSG00000234664.1	1.824112334	1.734209029	1.87423767
RP11-262H14.3	ENSG00000234665.7	0.279166313	0.276911586	0.255016041
ACTBP13	ENSG00000234667.1	0.018234583	0.018265621	0.017375002
OR6C64P	ENSG00000234670.1	0.005255565	0.000665052	0.000404637
RP11-1217F2.13	ENSG00000234671.1	0.00676448	0.001739263	0.001135126
RP11-242F11.2	ENSG00000234675.1	0.060048666	0.019811433	0.006835934
IFT74-AS1	ENSG00000234676.1	0.118053401	0.075307962	0.088580871
RP11-285A18.2	ENSG00000234677.1	0.010651264	0.004818207	0.004039591
RP11-465N4.4	ENSG00000234678.1	1.517985213	1.168815932	1.248816185
VN2R3P	ENSG00000234680.1	0.013887652	0.001689459	0.000759426
AC110620.2	ENSG00000234682.1	0.014269242	0.009539667	0.006652415
RP5-837I24.5	ENSG00000234683.1	0.059417141	0.02571969	0.025864045
SDCBP2-AS1	ENSG00000234684.5	0.83068936	0.868636582	0.868166437
NUS1P2	ENSG00000234685.1	0.180259714	0.366602799	0.318813282
AC010971.1	ENSG00000234686.1	0.008084096	0.001557559	0.000704751
RP1-293L6.1	ENSG00000234688.1	0.022639609	0.030505675	0.016206167
LINC00444	ENSG00000234689.1	0.110138532	0.082595239	0.083761646
AC073283.4	ENSG00000234690.5	0.268771602	0.219390934	0.170757563
RP11-445L6.3	ENSG00000234692.1	0.08895057	0.198662834	0.204378962
RP4-530I15.6	ENSG00000234693.1	0.040741073	0.149516293	0.191477475
RP1-92O14.3	ENSG00000234694.1	1.594276667	1.06810344	1.133921
AC002076.10	ENSG00000234695.1	0.077795631	0.082646797	0.142083028
GPR50-AS1	ENSG00000234696.1	0.003105279	0.001152715	0.000448565
RP11-112L6.2	ENSG00000234698.1	0.026398847	0.013013843	0.023216378
RP11-225H22.4	ENSG00000234699.1	0.263855966	0.401258314	0.361067212
RP11-3N2.5	ENSG00000234700.1	0.010711191	0.004764234	0.002245606
PRDX3P3	ENSG00000234701.1	0.006559501	0.003432822	0.002143499
VDAC1P3	ENSG00000234702.1	0.028178844	0.013623491	0.013392336
AF015262.2	ENSG00000234703.1	0.201173745	0.200898099	0.290110793
HMGA1P4	ENSG00000234705.1	0.78823682	0.997081336	0.916810957
PRUNEP1	ENSG00000234706.1	0.005462891	0.003345702	0.002288673
RP11-745C15.2	ENSG00000234707.2	0.13022999	0.045354869	0.049109778
UPF3AP3	ENSG00000234709.2	0.234733491	0.33824431	0.303774727
AC060834.3	ENSG00000234710.1	0.109891521	0.00274902	0.003682305
TUBB8P11	ENSG00000234711.1	0.033527098	0.038404281	0.026973426
RP11-143G3.1	ENSG00000234712.1	0.000925515	0.001250581	0.000639408
RP11-726G23.10	ENSG00000234713.3	0.015740437	0.008256569	0.008390849
AC009965.2	ENSG00000234714.1	0.011919888	0.016677667	0.017293646
CTB-107G13.1	ENSG00000234715.1	0.065345687	0.242675488	0.162999333
RP11-760D2.9	ENSG00000234716.1	0.010020864	0.002665752	0.002468699
TMEM212-AS1	ENSG00000234717.1	0.010939382	0.003449749	0.001159794
AC007161.5	ENSG00000234718.6	0.070289659	0.047175744	0.046406189
RP11-166B2.1	ENSG00000234719.7	0.425683571	0.494396702	0.427226866
ATP5A1P8	ENSG00000234720.3	0.00157987	0.000837274	0.001084321
AC125421.1	ENSG00000234721.2	0.005542593	0.001874515	0.004988644
LINC01287	ENSG00000234722.3	0.233303667	0.055580285	0.136194412
AC092421.1	ENSG00000234723.1	0.00621501	0.001988621	0.005041218
HDAC1P1	ENSG00000234724.1	0.034334279	0.017863597	0.015826449
LL22NC03-123E1.5	ENSG00000234726.1	0.003544707	0.001052945	0.00080859
AF241725.4	ENSG00000234730.1	0.007604342	0.00274404	0.000310633
AC007163.11	ENSG00000234731.2	0.006518407	0.001253955	0.002127771
RPEP5	ENSG00000234732.1	0.008428271	0.004466359	0
AL022237.3	ENSG00000234735.1	0.032652335	0.034488614	0.023449075
FAM170B-AS1	ENSG00000234736.4	0.006518915	0.004715494	0.002222796
KRT18P15	ENSG00000234737.1	0.116464478	0.074819856	0.07450506
RP11-272P10.2	ENSG00000234740.1	0.363685856	0.240218561	0.272313772
GAS5	ENSG00000234741.6	5.514358745	5.499972589	5.23019929
AC144530.1	ENSG00000234742.1	2.231669857	2.247651806	1.991209622
EIF5AP4	ENSG00000234743.1	0.319391202	0.200570472	0.221600954
USP9YP26	ENSG00000234744.1	0	0	0
HLA-B	ENSG00000234745.8	9.208620148	8.523903664	8.541899882
RP11-183K14.1	ENSG00000234748.1	0.004318525	0.001803096	0.000235359
FAM90A21P	ENSG00000234749.5	0	0	3.28E-05
CTD-2666L21.2	ENSG00000234750.1	0.232783018	0.259305622	0.22566089
AP002381.2	ENSG00000234751.1	0.138784419	0.111999366	0.103134928
RP11-428L9.1	ENSG00000234752.1	0.019098255	0.174609692	0.220564727
FOXP4-AS1	ENSG00000234753.4	1.663912196	0.509572332	0.63888685
C1orf140	ENSG00000234754.1	0.027984508	0.014797747	0.01013749
RP11-120C12.3	ENSG00000234756.1	0.039082916	0.017237115	0.013931051
AC034228.4	ENSG00000234758.1	0.015537341	0.013219557	0.009072481
RP11-38O14.5	ENSG00000234761.1	0.009731238	0.004822736	0.004247252
RP11-203H2.2	ENSG00000234763.1	0.015320569	0.007080478	0.011080261
E2F6P1	ENSG00000234764.2	0.000299377	0.000449509	0.000749631
ELL2P3	ENSG00000234765.1	0.002844945	0.000868115	0.000301758
LINC01496	ENSG00000234766.1	0.004529175	0.002225886	0.001300797
LINC01052	ENSG00000234767.1	0.008759111	0.000995001	0.000702669
RP11-503C24.1	ENSG00000234768.1	0.066870402	0.003665064	0.008154124
